url,nb_hyperlinks,nb_extCSS,login_form,external_favicon,submit_email,iframe,popup_window,onmouseover,empty_title,domain_in_title,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,status
https://disq.us/?url=https%3A%2F%2Fwww.gepard.ru%2Flogin%2Faccount%2F&key=JgDq7zS0rAtd6srC39cdig, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 270, 4843, 9602, 0, 0, 5, 1
http://www.accaparlante.it/, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 342, 7391, 8675232, 0, 0, 3, 0
https://www.learnnext.com/user/signUpNew.htm, 132, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 326, -1, 219669, 0, 1, 4, 0
https://www.megachords.com/gigi/chords/amnesia/, 13, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 109, 5005, 0, 0, 1, 3, 0
http://netizenbuzz.blogspot.com/, 57, 4, 0, 1, 0, 0, 0, 0, 0, 1, 0, 370, 7299, 33345, 0, 0, 5, 0
http://www.vagueware.com/proprietary-software/, 14, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 257, 3029, 2349295, 0, 0, 4, 0
http://learnmore.duke.edu/certificates/digital_marketing, 267, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 12471, 5469, 0, 0, 5, 0
https://doubler.link/, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 288, -1, 0, 0, 1, 0, 1
http://www.centcom.mil/ABOUT-US/COMMAND-NARRATIVE/, 80, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, -1, 891330, 0, 1, 5, 0
https://user67509874097802.el.r.appspot.com/app/index, 21, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 230, 5614, 0, 0, 1, 5, 1
https://client-webhook-dot-qp-keybank-rrva-2020-04.uc.r.appspot.com/, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 231, 5613, 7198650, 0, 1, 5, 1
https://www.theswiftcodes.com/kenya/ninckena/, 62, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 246, 3772, 35245, 0, 0, 4, 0
http://chat-whatsapp.ns01.us/, 103, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 275, 6663, 1428403, 1, 1, 0, 1
http://www.josuejr.com.br/glt/cgi/login.php?email=piotr.lacki@rb.com, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 263, -1, 4509050, 0, 1, 0, 1
http://www.amberexpeditions.com/plugins/search/contacts/a.htm, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 74, 2926, 0, 0, 1, 1, 1
https://surb.madebyhaley.com/htn?tu=Z4NwlG1ocGKclX2mmHKTaIF_YKCDomZjbGKjY31y/amuehlem%40gmx.ch, 42, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 231, 134, 0, 0, 1, 2, 1
https://pannative.blogspot.com/, 768, 6, 0, 1, 0, 0, 0, 0, 0, 1, 0, 371, 7298, 236183, 0, 0, 5, 0
http://etigroup.az/wp-content/plugins/revslider/languages/o/indexaa.php, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, -1, 10431514, 0, 1, 0, 1
http://www.bionity.com/en/encyclopedia/Digene.html, 261, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 298, 7371, 1303460, 0, 1, 5, 0
http://marketinghelper.com.au/themes/sports/wp-content/net/c74c4bf0dad9cbae3d80faa054b7d8ca/, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, -1, 0, 0, 1, 1, 1
http://www.mebank.com.au/about-us/resources/everyday-transaction-account-faqs/, 70, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, -1, 77959, 0, 1, 4, 0
https://form.elementform.com/0a4b86bcfd8d414b9fbce0329020508d45549925, 23, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 228, 1963, 5967691, 0, 0, 3, 1
https://uwwivwhdqgjrauuhsjnznfzjprsdvgaiyojw-dot-gl494903049.wl.r.appspot.com/, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 218, 5626, 0, 0, 1, 5, 1
https://www.crossstitch.pk/, 331, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, -1, 201422, 0, 0, 2, 0
http://www.surfacespa.com/au/, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 73, 3593, 8552690, 0, 1, 0, 1
http://www.myappwiz.com/home/redirect?targetUrl=http://5.83.162.160/staff, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 154, 2403, 790268, 0, 0, 3, 1
https://ezoomeranggrow.com/web/english/index.php?email=h1ypot@domain.com], 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 292, 72, 0, 0, 1, 0, 1
http://www.ijtte.com/uploads/2014-09-07/5d577a86-202d-e1a1IJTTE_Vol%204%283%29_4.pdf, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 201, 3452, 3893420, 0, 1, 2, 0
http://support-appleld.com.secureupdate.duilawyeryork.com/ap/7a2a8f1e1c7c105/?cmd=_update&dispatch=7a2a8f1e1c7c105b9&locale=_US, 51, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 25, 3993, 5707171, 0, 1, 0, 1
http://www.partycity.com/category/party+ideas/birthday/boys/mickey+mouse.do, 249, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 923, 8206, 15425, 0, 1, 5, 0
https://kodi.tv/addons/context-menus, 73, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 309, 2247, 13779, 0, 0, 5, 0
https://www.virzoom.com/, 37, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 161, 2031, 962441, 0, 0, 4, 0
https://en.wikipedia.org/wiki/Switched_at_Birth_(season_5), 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 902, 7133, 12, 0, 0, 7, 0
https://auduboninstitute-my.sharepoint.com/:o:/g/personal/kramsey_auduboninstitute_org/EveSQu6pzsxOjjLjb-YGjEwBwb6DV_wN9eBMuZghm1jKBw?e=bCYSTA, 19, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 382, 8018, 0, 0, 1, 4, 1
http://singapore.recruit.net/search-interactive-media-designer-jobs, 266, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 306, 8823, 24609, 0, 0, 4, 0
http://handle.booktobi.com/css/index.html/, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 481, 4633, 8237707, 0, 1, 0, 1
http://www.brighant.com/1122?sec=Jochen%20Kuntermann, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 92, 2100, 0, 0, 1, 0, 1
https://www.nist.gov/pml/time-and-frequency-division/popular-links/help-radio-controlled-clocks, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 7974, 0, 1, 6, 0
http://www.edisontechcenter.org/Transmission.html, 66, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, -1, 608816, 0, 0, 5, 0
https://docs.google.com/forms/d/e/1FAIpQLSfDwn92QVW38Ss-20KziPdDCTGi6S6IH4nAsXeQlGTvdjh4eA/closedform, 25, 3, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2976, 8346, 1, 0, 1, 10, 1
http://blog.unibulmerchantservices.com/credit-card-transaction-processing-basics/, 80, 7, 1, 1, 0, 0, 0, 0, 0, 1, 0, 182, 4567, 372555, 0, 0, 3, 0
https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAN__iRYFuZURVNGMFBTVDZFMjFGUFhVWkM3RzZaR1JVNS4u, 9, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 271, 7765, 32, 0, 0, 5, 1
https://www.tabellenexperte.de, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 378774, 0, 0, 3, 0
http://gockinhnghiem.com/about/, 65, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 15, 3638, 758502, 0, 0, 1, 0
https://en.wikipedia.org/wiki/Network_topology, 663, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 905, 7130, 12, 0, 0, 7, 0
http://teksty-pesenok.ru/tracey-curtis/tekst-pesni-the-john-peel-song/1606493/, 157, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 138, -2, 11543, 0, 1, 3, 0
http://www.ciclic.fr/, 235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 3902, 544866, 0, 0, 3, 0
http://ijikc.co.in/rating/KEN7XX7Y0P9/wemail_al.html, 15, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 366, -1, 4439212, 0, 1, 2, 1
https://www.tumblr.com/safe-mode?url=https%3A%2F%2Fmc1235711.tumblr.com%2F, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1048, 5160, 115, 0, 1, 8, 0
http://www.strykertoyhaulers.com/wp-admin/js/online/order.php?email%5Cu003dabuse@euroflightinternational.com, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 531, 0, 0, 1, 0, 1
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/b31466003a51a2b?cmd=_update&dispatch=b31466003a51a2b07&locale=_, 51, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 25, 3993, 5707171, 0, 1, 0, 1
http://vimall.ru/, 300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 954, 334510, 0, 0, 2, 0
http://www.diffen.com/difference/MMS_vs_SMS, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2021, 4918, 19671, 0, 0, 5, 0
http://bangla.plus, 105, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -1, 1111694, 0, 0, 2, 0
http://jcs.biologists.org/content/joces/117/25/6061.full.pdf, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 101, 8299, 41286, 0, 1, 3, 0
https://powerpoint7777.typeform.com/to/tVqZufIj, 116, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 330, 6609, 931, 0, 1, 5, 1
http://joshtobye.com/3.mtb.com/www3.mtb.com/emsslv9082.php?YmjBYuHwX9i3fqlQEfWPf514qjqXpr6tN4KRN4j1rFLK3BwXJQJGDsFL9aKbrYAJLPYDh8nuP3gxmumzrfWbqaOBPk7oD0GJPYfPxtOEE18IaF2iH0SGv9nM5DjwqVdCH69VQo6J9x0QDNDyNWJi6XxRfbQQyV4z6ivS1H8Y2tQ7e8u87WpBdKAzjb319BX2prmMyk5f, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 334, 31, 0, 0, 1, 0, 1
http://disney.wikia.com/wiki/The_Mickey_Mouse_Club, 422, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 140, 6070, 14592, 0, 0, 5, 0
https://docs.google.com/forms/d/e/1FAIpQLSd8PwJ0urcuN-J-97ONvbNKgTGoDxjmFI-Xl8bcjptdhTZUUA/viewform?usp=send_form, 25, 3, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2974, 8347, 1, 0, 1, 10, 1
https://www.alquileres.com.py/completed/Dropbox/wp-incllude/, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 1, 1, 1
http://www.healmedicaltrauma.com/match/, 98, 4, 0, 1, 0, 0, 0, 0, 0, 1, 0, 342, 1850, 0, 0, 1, 0, 1
https://soportedinamic.webcindario.com/, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 948, 7087, 18105, 0, 1, 3, 1
https://www.hornguys.com/, 124, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 376, 5832, 2383950, 0, 0, 3, 0
http://grandbettinggir2.blogspot.com, 14, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 374, 7295, 0, 0, 1, 5, 1
http://hasmob.com/assurance/alibaba.com/Login.htm, 87, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1283, 5656, 0, 0, 1, 0, 1
http://xahlee.info/kbd/dvorak_vs_colemak.html, 87, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 335, 5143, 45546, 0, 0, 5, 0
https://developer.mozilla.org/en-US/docs/Web/API/Web_Speech_API, 159, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 182, 8217, 213, 0, 0, 8, 0
http://supremecourt.gov.np/web/, 89, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, -1, 788916, 0, 0, 4, 0
http://desomnis.tumblr.com, 30, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1050, 5158, 0, 0, 0, 8, 0
http://fastfoodgozo.rs/a/yahoo/login.php, 23, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 378, -12, 0, 0, 1, 0, 1
http://sucursalpersonastransacci1sbancolombiacom.small-business-solutions.biz/, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, -1, 0, 0, 1, 0, 1
http://www.mamasvib.com/, 78, 6, 0, 1, 0, 0, 0, 0, 0, 1, 0, 77, 2480, 5257779, 0, 0, 4, 0
http://www.vantaiduccuong.com/dab/outl/, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 385, 0, 0, 1, 0, 1
http://scqijie.com/wp-content/themes/chigue/immowelt.de-sign-in, 19, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 573, -1, 6734931, 0, 0, 1, 1
http://www.japanese-buddhism.com/noble-eightfold-path.html, 51, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 266, 3751, 0, 0, 0, 4, 0
https://for-sale.yakaz.com/digital-cameras, 24, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 23, 5456, 124062, 0, 1, 3, 0
http://dgfhjgjrt65756hggree.clearpointsupplies.com/fhdfyrurthftf/, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 358, 1834, 0, 0, 1, 0, 1
https://servicefacture.blogspot.com/2020/04/blog-post_10.html, 38, 3, 0, 1, 0, 0, 0, 0, 0, 1, 0, 374, 7295, 0, 0, 1, 5, 1
http://grandmarketltd.co.uk/wp-includes/inozfoZ/noande/paypal/59c0d7ceb90328d92e80f4e1f3646b99/view/login.php, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 438, 658, 9558747, 0, 1, 0, 1
http://teamwlg.com/aa209Page/aa209Page/cmd-login=2fa960a1990a231b18bfe6368da9c911/valid.php?src=DluZDluZHNmNDBlb2RzaDluZHNmNDDBlb2RzaTRpZWprMzBka2prZWtjamtkIGNuZmk0bmZpbTRpZWprMzBka2prZWtjamtkIGNuZmk0bmZpbHNmNDBlb2RzaTRDluZHNmNDBlb2RzaTRpZWprMzBka2prZWtjamtkIGNuZmk0bmZpbpZWprMzBka2prZWtjamtkIGNuZmk0bmZpbZWppZXdpb2U5NDluZHNmNDBlb2RzaTRpZWprMzBka2prZWtjamtkIGNuZmk0bmZpb25ja29uc2NrIGtjIGtqIHZqayBj?email=, 17, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 225, 505, 0, 0, 1, 0, 1
http://biddle-air.co.uk, 70, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 427, 8704, 5332182, 0, 0, 3, 0
https://tlcmgmt-my.sharepoint.com/:u:/p/hfa_ashton/EWhkFFHqP-9HpEcF2N6aAHgBmUwPHZaxjTCELjuqRIaejA?e, 26, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 381, 8018, 0, 0, 1, 4, 1
https://www.ademforcongress.com/, 70, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 323, 1137, 1578580, 0, 1, 3, 0
https://edu-src.msu.ac.th/clinic/wp-includes/rest-api/fields/--/pontosvalidos/home.php, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 7857, 46701, 0, 1, 4, 1
http://www.nationsonline.org/1world/map/google_map_Nice.htm, 189, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 319, 7351, 22839, 0, 0, 5, 0
http://www.innovativephp.com/, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, -1, 1274420, 0, 0, 4, 0
http://surfeventsco.com/cgi-/, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 191, 539, 0, 0, 0, 0, 1
http://www.thefreedictionary.com/active+transport, 204, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2510, 6255, 688, 0, 0, 6, 0
https://helpathome.jobs.net/, 42, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 199, 8934, 18070, 0, 0, 5, 0
https://hoosevents.com/https:/impotsgouvfr/da674af0e12b648d840048f71cb0dfb0, 88, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 365, 2192, 0, 0, 1, 0, 1
https://dpfoidspoifopdsifpoi.blogspot.com/, 9, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 373, 7296, 0, 0, 1, 5, 1
https://chungcuvinhomessmartcity.com.vn/wp-content/t-online/t-online.php, 12, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, -1, 967672, 0, 0, 4, 1
https://www.scubaearth.com/Default.aspx, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 3588, 2605178, 0, 0, 3, 0
http://www.cndoubleegret.com/admin/secure/cmd-login=8e624428269b1e296f49085bd6b42d28/?reff=OWQzZTM3MjQ1MzMzMjAwNTg2MDA4NjJhYjQzNDZhMWY=, 23, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 99, 4284, 0, 0, 1, 1, 1
http://www.yourdictionary.com/legislative-session, 187, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 449, 7586, 988, 0, 0, 5, 0
https://bbvaconsultas.com/, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 359, 6, 0, 0, 1, 0, 1
https://ocurenc.com/, 44, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 269, 95, 0, 0, 0, 0, 1
https://www.helloprint.nl/, 155, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2600, 0, 0, 0, 3, 0
https://www.portablefreeware.com/?id=1300, 169, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 187, -1, 105102, 0, 0, 4, 0
http://www.weightgaintruth.com/, 25, 3, 0, 1, 0, 0, 0, 0, 0, 1, 0, 656, 3727, 10481070, 0, 0, 2, 0
http://www.goodhopeservices.com/update/, 21, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 275, 90, 0, 0, 1, 0, 1
http://www.landscape-design-advisor.com/planning/virtual-design/virtual-sample-plans, 16, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 358, 4763, 6179184, 0, 0, 3, 0
http://bowmanconsultinggroup-my.sharepoint.com/:b:/g/personal/rbennett_bowmanconsulting_com/EVTdtEH1IU1LoyyBZJv-0lQBQthXG9De7FHgSMB0Uto5vw?e=4:PwCnqu&amp, , , , , , , , , , , , , , , , , , 
https://www.1and1.com/whois-domain-lookup, 336, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 64, 8336, 66410, 0, 0, 5, 0
https://billingservice-ee.com/account/index?ac=ee, 237, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 363, 1, 0, 0, 1, 0, 1
https://www.boilersupplies.com/, 995, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1657, 6660, 1791361, 0, 0, 2, 0
http://bibliateologiaefilosofia.blogspot.com/, 55, 3, 1, 1, 0, 0, 0, 0, 0, 1, 0, 371, 7298, 0, 0, 0, 5, 0
http://apple.com.aieuv.cn/mim/4u220j18s43i590rr8485m4e85v375gbm903392982898s7926.html, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 290, -1, 0, 0, 1, 0, 1
http://outlook-webapp-portal.el.r.appspot.com/wp-content/xp.php, 21, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 228, 5615, 0, 0, 1, 5, 1
https://seconfin.com/ab/CNC/en.php?.rand=13InboxLight.aspx?n=1774256418&email=JTAl&fid=1&fid=4&rand=13InboxLightaspxn.1774256418#n=1252899642&fid=1&fav=1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 10, -1, 0, 0, 1, 0, 1
https://www.microsoft.com/en-gb/store/p/itv-hub/9wzdncrfhzh7, 100, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 285, 10674, 23, 0, 1, 8, 0
http://updatequota.byethost5.com/form.php, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 332, 5511, 200509, 1, 1, 1, 1
https://solitariospider.es, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, -1, 60725, 0, 0, 1, 0
http://www.encyclo.co.uk/meaning-of-LATENCY, 92, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 44, 4705, 28680, 0, 0, 4, 0
https://www.officialliker.co/, 27, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 4, 1099, 357413, 0, 0, 2, 1
https://glueturn.nn.r.appspot.com/off365.html?payment%20codeAAQkADUyYzNhODUwLTAwNzYtNGE2YS04YWQ1LWI2Yjg5MWY5NzM2ZAAQADKpx%20lv1KxDr2OE5uAPrZw=, 19, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 231, 5613, 0, 0, 1, 5, 1
http://www.abdnepal.com/etigrade/ebill/login.php, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 19, 1807, 0, 0, 1, 0, 1
http://www.tucontaweb.com/Nachprufung, 104, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 170, 2021, 4511081, 0, 1, 0, 1
http://assembly.ca.gov/committees, 49, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 317, 0, 0, 5, 0
http://mundovirtualhabbo.blogspot.com/2009_01_01_archive.html, 74, 3, 1, 1, 0, 0, 0, 0, 0, 1, 0, 371, 7298, 0, 0, 1, 5, 1
https://www.hyperride.co.nz/, 645, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 616337, 0, 0, 2, 0
https://tools.ietf.org/html/1459, 484, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 233, 9265, 8473, 0, 1, 7, 0
https://www.iptvultra.com/, 104, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 326, 1499, 1216719, 0, 0, 2, 0
https://www.edrawsoft.com/Local-Area-Network.php, 35, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1048, 5526, 10856, 0, 1, 5, 0
